"ESTU_TIPODOCUMENTO","ESTU_NACIONALIDAD","ESTU_GENERO","ESTU_FECHANACIMIENTO","PERIODO","ESTU_CONSECUTIVO","ESTU_ESTUDIANTE","ESTU_PAIS_RESIDE","ESTU_TIENEETNIA","ESTU_DEPTO_RESIDE","ESTU_COD_RESIDE_DEPTO","ESTU_MCPIO_RESIDE","ESTU_COD_RESIDE_MCPIO","FAMI_ESTRATOVIVIENDA","FAMI_PERSONASHOGAR","FAMI_CUARTOSHOGAR","FAMI_EDUCACIONPADRE","FAMI_EDUCACIONMADRE","FAMI_TRABAJOLABORPADRE","FAMI_TRABAJOLABORMADRE","FAMI_TIENEINTERNET","FAMI_TIENESERVICIOTV","FAMI_TIENECOMPUTADOR","FAMI_TIENELAVADORA","FAMI_TIENEHORNOMICROOGAS","FAMI_TIENEAUTOMOVIL","FAMI_TIENEMOTOCICLETA","FAMI_TIENECONSOLAVIDEOJUEGOS","FAMI_NUMLIBROS","FAMI_COMELECHEDERIVADOS","FAMI_COMECARNEPESCADOHUEVO","FAMI_COMECEREALFRUTOSLEGUMBRE","FAMI_SITUACIONECONOMICA","ESTU_DEDICACIONLECTURADIARIA","ESTU_DEDICACIONINTERNET","ESTU_HORASSEMANATRABAJA","ESTU_TIPOREMUNERACION","COLE_CODIGO_ICFES","COLE_COD_DANE_ESTABLECIMIENTO","COLE_NOMBRE_ESTABLECIMIENTO","COLE_GENERO","COLE_NATURALEZA","COLE_CALENDARIO","COLE_BILINGUE","COLE_CARACTER","COLE_COD_DANE_SEDE","COLE_NOMBRE_SEDE","COLE_SEDE_PRINCIPAL","COLE_AREA_UBICACION","COLE_JORNADA","COLE_COD_MCPIO_UBICACION","COLE_MCPIO_UBICACION","COLE_COD_DEPTO_UBICACION","COLE_DEPTO_UBICACION","ESTU_PRIVADO_LIBERTAD","ESTU_COD_MCPIO_PRESENTACION","ESTU_MCPIO_PRESENTACION","ESTU_DEPTO_PRESENTACION","ESTU_COD_DEPTO_PRESENTACION","PUNT_LECTURA_CRITICA","PERCENTIL_LECTURA_CRITICA","DESEMP_LECTURA_CRITICA","PUNT_MATEMATICAS","PERCENTIL_MATEMATICAS","DESEMP_MATEMATICAS","PUNT_C_NATURALES","PERCENTIL_C_NATURALES","DESEMP_C_NATURALES","PUNT_SOCIALES_CIUDADANAS","PERCENTIL_SOCIALES_CIUDADANAS","DESEMP_SOCIALES_CIUDADANAS","PUNT_INGLES","PERCENTIL_INGLES","DESEMP_INGLES","PUNT_GLOBAL","PERCENTIL_GLOBAL","ESTU_ESTADOINVESTIGACION","ESTU_GENERACION-E"
"CC","COLOMBIA","F","08/01/2001","20,201","SB11202010021886","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 5","3 a 4","Tres","Educación profesional completa","Postgrado","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","No","Si","MÁS DE 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Peor","Entre 30 y 60 minutos","Más de 3 horas","0","No","019497","311848000936","COLEGIO SANTA MARIA","FEMENINO","NO OFICIAL","B","S","ACADÉMICO","311,848,000,936","COLEGIO SANTA MARIA","S","URBANO","COMPLETA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","52","27","3","63","57","3","62","64","3","62","66","3","78","73","B1","306","56","PUBLICAR","NO"
"CC","COLOMBIA","F","09/01/0001","20,201","SB11202010026103","ESTUDIANTE","COLOMBIA","No","ANTIOQUIA","05","ENVIGADO","5,266","Estrato 6","3 a 4","Tres","Postgrado","Postgrado","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","No","No","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Igual","30 minutos o menos","Entre 1 y 3 horas","0","Si, en efectivo","000182","305001003688","COLEGIO CRISTOBAL COLON THE COLUMBUS SCHOOL","MIXTO","NO OFICIAL","B","S","ACADÉMICO","305,001,003,688","COLEGIO CRISTOBAL COLON THE COLUMBUS SCHOOL","S","RURAL","COMPLETA","05266","ENVIGADO","05","ANTIOQUIA","N","05001","MEDELLÍN","ANTIOQUIA","05","70","82","4","70","80","3","64","70","3","68","81","3","81","84","B+","345","80","PUBLICAR","NO"
"CC","COLOMBIA","F","09/01/1998","20,201","SB11202010070693","ESTUDIANTE","COLOMBIA","No","CAUCA","19","POPAYÁN","19,001",,"5 a 6","Dos",,,"Trabaja por cuenta propia (por ejemplo plomero, electricista)","Trabaja como personal de limpieza, mantenimiento, seguridad o construcción",,,"No",,,,,,,,,,"Igual",,,"0","No","089607","319001004371","BTO ACAD CICLICO DEL CAUCA","MIXTO","NO OFICIAL","A","N","ACADÉMICO","319,001,004,371","BTO ACAD CICLICO DEL CAUCA","S","URBANO","MAÑANA","19001","POPAYÁN","19","CAUCA","N","19001","POPAYÁN","CAUCA","19","38","5","2","17","1","1","40","13","1","47","29","2","27","1","A-","174","3","PUBLICAR","GENERACION E - GRATUIDAD"
"CC","COLOMBIA","F","09/01/2000","20,201","SB11202010070429","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 1","3 a 4","Uno","Primaria incompleta","Secundaria (Bachillerato) incompleta","No sabe","Trabaja en el hogar, no trabaja o estudia","No","No","No","Si","No","No","No","No","0 A 10 LIBROS","1 o 2 veces por semana","1 o 2 veces por semana","Nunca o rara vez comemos eso","Peor","No leo por entretenimiento","No Navega Internet","0","No","088591","311001109605","INSTITUTO GERWILL","MIXTO","NO OFICIAL","A","N","ACADÉMICO","311,001,109,605","INSTITUTO GERWILL - SEDE PRINCIPAL","S","URBANO","NOCHE","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","54","31","3","46","19","2","32","3","1","49","34","2","29","2","A-","220","15","PUBLICAR","NO"
"CC","COLOMBIA","F","09/01/2000","20,201","SB11202010071139","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 2","3 a 4","Uno","Secundaria (Bachillerato) incompleta","Secundaria (Bachillerato) completa","Es operario de máquinas o conduce vehículos (taxita, chofer)","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","No","Si","No","Si","0 A 10 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Peor","No leo por entretenimiento","30 minutos o menos","Más de 30 horas","No","119180","311001104514","INSTITUTO INGABO","MIXTO","NO OFICIAL","A","N","ACADÉMICO","311,001,104,514","INSTITUTO INGABO","S","URBANO","MAÑANA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","59","46","3","43","14","2","53","38","2","51","37","2","49","21","A1","257","30","PUBLICAR","NO"
"CC","COLOMBIA","F","09/01/2001","20,201","SB11202010023821","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 6","5 a 6","Cinco","Educación profesional completa","Educación profesional completa","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","No","No","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","3 a 5 veces por semana","Igual","30 minutos o menos","Entre 1 y 3 horas","0","No","628255","376001002279","COLEGIO COLOMBO BRITÁNICO","MIXTO","NO OFICIAL","B","S","ACADÉMICO","376,001,002,279","COLEGIO COLOMBO BRITÁNICO","S","RURAL","COMPLETA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","63","60","3","64","63","3","60","59","3","68","80","3","73","61","B1","322","67","PUBLICAR","NO"
"CC","COLOMBIA","F","09/01/2001","20,201","SB11202010023841","ESTUDIANTE","COLOMBIA","No","ATLANTICO","08","BARRANQUILLA","8,001","Estrato 6","3 a 4","Tres","Secundaria (Bachillerato) completa","Educación profesional completa","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","Si","Si","No","Si","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Mejor","30 minutos o menos","Más de 3 horas","0","No","721423","308573800031","COLEGIO MARYMOUNT","MIXTO","NO OFICIAL","B",,,"308,573,800,031","COLEGIO MARYMOUNT - SEDE PRINCIPAL","S","RURAL","UNICA","08573","PUERTO COLOMBIA","08","ATLANTICO","N","08001","BARRANQUILLA","ATLANTICO","08","63","57","3","60","50","3","60","58","3","61","62","3","86","94","B+","315","62","PUBLICAR","NO"
"CC","COLOMBIA","F","09/01/2001","20,201","SB11202010072045","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 3","5 a 6","Cuatro","No sabe","Secundaria (Bachillerato) incompleta","No sabe","Es vendedor o trabaja en atención al público","Si","Si","Si","Si","No","No","No","No","26 A 100 LIBROS","3 a 5 veces por semana","3 a 5 veces por semana","Todos o casi todos los días","Mejor","Entre 30 y 60 minutos","Entre 1 y 3 horas","Entre 11 y 20 horas","Si, en efectivo","114801","311001106665","COLEGIO INSCAP","MIXTO","NO OFICIAL","A","N","ACADÉMICO","311,001,106,665","COLEGIO INSCAP","S","URBANO","SABATINA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","49","19","2","41","12","2","49","30","2","44","24","2","44","15","A-","228","18","PUBLICAR","NO"
"CC","COLOMBIA","F","10/01/1995","20,201","SB11202010068571","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 2","5 a 6","Cuatro","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Es operario de máquinas o conduce vehículos (taxita, chofer)","No aplica","Si","Si","Si","Si","No","No","No","No","0 A 10 LIBROS","Todos o casi todos los días","Todos o casi todos los días","1 o 2 veces por semana","Igual","Entre 30 y 60 minutos","Entre 30 y 60 minutos","Más de 30 horas","Si, en efectivo","193268","311001109419","INSTITUTO DE EDUCACIÓN FORMAL DE ADULTOS EL PENSAMIENTO DE PITÁGORAS","MIXTO","NO OFICIAL","A","N","ACADÉMICO","311,001,109,419","INSTITUTO DE EDUCACIÓN FORMAL DE ADULTOS EL PENSAMIENTO DE PITÁGORAS - SEDE PRINCIPAL","S","URBANO","NOCHE","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","25269","FACATATIVÁ","CUNDINAMARCA","25","47","17","2","36","7","2","40","12","1","31","6","1","40","11","A-","193","7","PUBLICAR","NO"
"CC","COLOMBIA","F","10/01/2000","20,201","SB11202010036490","ESTUDIANTE","COLOMBIA","No","CUNDINAMARCA","25","PACHO","25,513","Estrato 2","3 a 4","Tres","Ninguno","Ninguno","Pensionado","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","No","No","No","No","0 A 10 LIBROS","Todos o casi todos los días","3 a 5 veces por semana","3 a 5 veces por semana","Mejor","30 minutos o menos","Entre 30 y 60 minutos","Entre 11 y 20 horas","Si, en efectivo","138933","125513001069","INSTITUCIÓN EDUCATIVA DEPARTAMENTAL TÉCNICO COMERCIAL ANA FRANCISCA LARA","MIXTO","OFICIAL","A","N","TÉCNICO/ACADÉMICO","125,513,001,069","INSTITUCIÓN EDUCATIVA DEPARTAMENTAL TÉCNICO COMERCIAL ANA FRANCISCA LARA","S","URBANO","SABATINA","25513","PACHO","25","CUNDINAMARCA","N","25899","ZIPAQUIRÁ","CUNDINAMARCA","25","39","6","2","30","3","1","39","10","1","27","2","1","39","10","A-","171","3","PUBLICAR","NO"
"CC","COLOMBIA","F","10/01/2001","20,201","SB11202010002285","ESTUDIANTE","COLOMBIA","No","VALLE","76","GUADALAJARA DE BUGA","76,111","Estrato 1","3 a 4","Tres","Técnica o tecnológica completa","Primaria incompleta","No sabe","Trabaja en el hogar, no trabaja o estudia","Si","No","Si","Si","Si","Si","Si","No","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Igual","Entre 30 y 60 minutos","Entre 1 y 3 horas","0","No","041434","376111000263","COL MAYOR CIUDAD DE BUGA","MIXTO","NO OFICIAL","B","N","TÉCNICO","376,111,000,263","COL MAYOR CIUDAD DE BUGA","S","URBANO","COMPLETA","76111","GUADALAJARA DE BUGA","76","VALLE","N","76111","GUADALAJARA DE BUGA","VALLE","76","60","49","3","54","34","3","65","73","3","65","74","3","61","40","A2","305","56","PUBLICAR","GENERACION E - GRATUIDAD"
"CC","COLOMBIA","F","10/01/2001","20,201","SB11202010025017","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 6","3 a 4","Tres","Postgrado","Postgrado","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","Si","Si","MÁS DE 100 LIBROS","Todos o casi todos los días","3 a 5 veces por semana","1 o 2 veces por semana","Mejor","30 minutos o menos","Entre 1 y 3 horas","0","No","019406","311769000921","COL HELVETIA","MIXTO","NO OFICIAL","B","S","ACADÉMICO","311,769,000,921","COL HELVETIA","S","URBANO","COMPLETA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","74","93","4","72","85","4","67","81","3","73","91","4","84","90","B+","362","90","PUBLICAR","NO"
"CC","COLOMBIA","F","10/01/2001","20,201","SB11202010070257","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 3","3 a 4","Tres","Secundaria (Bachillerato) incompleta","Primaria incompleta","Es dueño de un negocio pequeño (tiene pocos empleados o no tiene, por ejemplo tienda, papelería, etc","Trabaja en el hogar, no trabaja o estudia","Si","Si","Si","Si","Si","Si","Si","No","11 A 25 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Igual","30 minutos o menos","Entre 30 y 60 minutos","Más de 30 horas","Si, en efectivo","199562","311001109605","INSTITUTO GERWILL","MIXTO","NO OFICIAL","A","N","ACADÉMICO","311,001,109,605","INSTITUTO GERWILL - SEDE PRINCIPAL","S","URBANO","MAÑANA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","42","9","2","58","44","3","51","35","2","47","30","2","51","25","A1","248","26","PUBLICAR","NO"
"CC","COLOMBIA","F","10/01/2001","20,201","SB11202010070975","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 2",,"Uno","Secundaria (Bachillerato) completa","Técnica o tecnológica completa","Es operario de máquinas o conduce vehículos (taxita, chofer)","No aplica","No","Si","No","No","Si","No","No","No","11 A 25 LIBROS","1 o 2 veces por semana","3 a 5 veces por semana","Nunca o rara vez comemos eso","Peor","Entre 30 y 60 minutos","30 minutos o menos","Menos de 10 horas","No","094029","311001105162","CENT SUPERIOR DE ESTUDIOS FINANCIEROS E INFORMATICOS CENPEFI","MIXTO","NO OFICIAL","A","N","ACADÉMICO","311,001,105,162","CENT SUPERIOR DE ESTUDIOS FINANCIEROS E INFORMATICOS CENPEFI","S","URBANO","NOCHE","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","44","12","2","35","6","1","44","20","2","49","33","2","28","2","A-","209","12","PUBLICAR","NO"
"CC","COLOMBIA","F","11/01/0001","20,201","SB11202010072715","ESTUDIANTE","COLOMBIA","No","ANTIOQUIA","05","MEDELLÍN","5,001","Estrato 3","5 a 6","Cuatro","Educación profesional completa","Educación profesional incompleta","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","No","Si","11 A 25 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Igual","Entre 30 y 60 minutos","30 minutos o menos","0","No","142661","405607000476","COLEGIO GIMNASIO VERMONT","MIXTO","NO OFICIAL","B",,"ACADÉMICO","405,607,000,476","COLEGIO GIMNASIO VERMONT","S","RURAL","COMPLETA","05607","RETIRO","05","ANTIOQUIA","N","05001","MEDELLÍN","ANTIOQUIA","05","64","62","3","73","87","4","66","77","3","66","75","3","100","100","B+","349","83","PUBLICAR","NO"
"CC","COLOMBIA","F","11/01/1983","20,201","SB11202010068804","ESTUDIANTE","COLOMBIA","No","NARIÑO","52","PUPIALES","52,585","Estrato 1","3 a 4",,"Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Trabaja en el hogar, no trabaja o estudia","Trabaja en el hogar, no trabaja o estudia","No","Si","No","No","No","No","No","No","0 A 10 LIBROS","1 o 2 veces por semana","1 o 2 veces por semana","1 o 2 veces por semana","Peor","30 minutos o menos","No Navega Internet","Menos de 10 horas","No","199406","352585000501","INSTITUTO DE EDUCACIÓN TÉCNICA PARA EL DESARROLLO INCATD","MIXTO","NO OFICIAL","A",,"ACADÉMICO","352,585,000,501","INSTITUTO COLOMBIANO DE APRENDIZAJE  INCAP  - SEDE PRINCIPAL","S","URBANO","SABATINA","52585","PUPIALES","52","NARIÑO","N","52356","IPIALES","NARIÑO","52","45","13","2","35","6","1","33","4","1","39","15","1","44","15","A-","192","7","PUBLICAR","GENERACION E - GRATUIDAD"
"CC","COLOMBIA","F","11/01/1995","20,201","SB11202010053786","ESTUDIANTE","COLOMBIA","No","SANTANDER","68","BUCARAMANGA","68,001",,"5 a 6","Tres",,,"Trabaja en el hogar, no trabaja o estudia","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial",,,"Si","Si","Si","Si","No","No",,,,,"Igual",,,"Menos de 10 horas","Si, en efectivo","124891","368679001024","CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENERAL SANTANDER","MIXTO","NO OFICIAL","OTRO",,"ACADÉMICO","368,679,001,024","CORPORACION EDUCATIVA PARA JOVENES Y ADULTOS GENERAL SANTANDER - SEDE PRINCIPAL","S","URBANO","SABATINA","68679","SAN GIL","68","SANTANDER","N","68001","BUCARAMANGA","SANTANDER","68","66","71","4","54","34","3","54","42","2","50","36","2","75","67","B1","287","46","PUBLICAR","NO"
"CC","COLOMBIA","F","11/01/1999","20,201","SB11202010072081","ESTUDIANTE","COLOMBIA","No","NORTE SANTANDER","54","CÚCUTA","54,001",,,,,,,,,,,,,,,,,,,,,,,,,"160796","354001012076","ATLANTIS SYSTEM","MIXTO","NO OFICIAL","A","N","ACADÉMICO","354,001,012,076","ATLANTIS SYSTEM - SEDE PRINCIPAL","S","URBANO","SABATINA","54001","CÚCUTA","54","NORTE SANTANDER","N","54001","CÚCUTA","NORTE SANTANDER","54","41","7","2","43","15","2","42","16","2","31","5","1","50","23","A1","200","9","PUBLICAR","NO"
"CC","COLOMBIA","F","11/01/2001","20,201","SB11202010041862","ESTUDIANTE","COLOMBIA","No","VALLE","76","CALI","76,001","Estrato 4","3 a 4","Tres","Postgrado","Postgrado","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","No","Si","Si","No","MÁS DE 100 LIBROS","Nunca o rara vez comemos eso","1 o 2 veces por semana","Todos o casi todos los días",,"No leo por entretenimiento","Más de 3 horas","Menos de 10 horas","Si, en efectivo","119768","376001041509","COL LOS ANDES N 2","MIXTO","NO OFICIAL","B","N","ACADÉMICO","376,001,041,509","COLEGIO LOS ANDES N 2","S","URBANO","MAÑANA","76001","CALI","76","VALLE","N","76001","CALI","VALLE","76","43","11","2","35","6","1","45","22","2","28","3","1","39","10","A-","189","7","PUBLICAR","NO"
"CC","COLOMBIA","F","11/01/2001","20,201","SB11202010070728","ESTUDIANTE","COLOMBIA","No","CALDAS","17","LA DORADA","17,380","Estrato 2","3 a 4","Uno","No sabe","Educación profesional incompleta","No sabe","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","No","Si","No","No","Si","No","No","No","0 A 10 LIBROS","Nunca o rara vez comemos eso","3 a 5 veces por semana","3 a 5 veces por semana","Igual","Entre 1 y 2 horas","Entre 30 y 60 minutos","Más de 30 horas","Si, en efectivo","029397","117380000053","INSTITUCION EDUCATIVA DORADA","MIXTO","OFICIAL","A","N","TÉCNICO/ACADÉMICO","117,380,000,053","INSTITUCION EDUCATIVA DORADA - SEDE PRINCIPAL","S","URBANO","NOCHE","17380","LA DORADA","17","CALDAS","N","17380","LA DORADA","CALDAS","17","52","26","3","39","9","2","47","25","2","54","45","2","46","18","A-","239","23","PUBLICAR","GENERACION E - GRATUIDAD"
"CC","COLOMBIA","F","12/01/1976","20,201","SB11202010041572","ESTUDIANTE","COLOMBIA","No","CAUCA","19","POPAYÁN","19,001","Estrato 1","5 a 6","Tres","Ninguno","Ninguno","Es agricultor, pesquero o jornalero","Es agricultor, pesquero o jornalero","No","No","No","No","No","No","No","No","0 A 10 LIBROS","Nunca o rara vez comemos eso","1 o 2 veces por semana","1 o 2 veces por semana","Peor","No leo por entretenimiento","30 minutos o menos","Entre 21 y 30 horas","Si, en efectivo","052928","119001003981","TOMAS CIPRIANO DE MOSQUERA","MIXTO","OFICIAL","A","N","TÉCNICO/ACADÉMICO","119,001,003,981","SEDE TOMAS CIPRIANO DE MOSQUERA","S","URBANO","NOCHE","19001","POPAYÁN","19","CAUCA","N","19001","POPAYÁN","CAUCA","19","32","2","1","34","5","1","43","18","2","38","13","1","43","14","A-","186","6","PUBLICAR","NO"
"CC","COLOMBIA","F","12/01/1992","20,201","SB11202010070575","ESTUDIANTE","COLOMBIA","No","ANTIOQUIA","05","MEDELLÍN","5,001",,,,,,,,,,,,,,,,,,,,,,,,,"095869","305001022682","POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN","MIXTO","NO OFICIAL","OTRO","N","ACADÉMICO","305,001,022,682","POLITÉCNICO MAYOR AGENCIA CRISTIANA DE SERVICIO Y EDUCACIÓN","S","URBANO","MAÑANA","05001","MEDELLÍN","05","ANTIOQUIA","N","05001","MEDELLÍN","ANTIOQUIA","05","30","1","1","30","3","1","32","3","1","31","5","1","23","1","A-","151","1","PUBLICAR","GENERACION E - GRATUIDAD"
"CC","COLOMBIA","F","12/01/1999","20,201","SB11202010068851","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 4","3 a 4","Dos","Educación profesional completa","Educación profesional completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","Si","Si","MÁS DE 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","1 o 2 veces por semana","Igual","30 minutos o menos","Entre 1 y 3 horas","0","No","149476","425126800038","CORPÓRACION GIMNASIO ALEMÁN FRIENDRICH VON SCHILLER","MIXTO","NO OFICIAL","B","S","ACADÉMICO","425,126,800,038","CORPÓRACION GIMNASIO ALEMÁN FRIENDRICH VON SCHILLER - SEDE PRINCIPAL","S","RURAL","COMPLETA","25126","CAJICÁ","25","CUNDINAMARCA","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","68","76","4","62","56","3","62","66","3","66","74","3","76","67","B1","327","70","PUBLICAR","NO"
"CC","COLOMBIA","F","12/01/2001","20,201","SB11202010021633","ESTUDIANTE","COLOMBIA","No","ATLANTICO","08","BARRANQUILLA","8,001","Estrato 4","3 a 4","Cuatro","Educación profesional completa","Educación profesional completa","Es dueño de un negocio grande, tiene un cargo de nivel directivo o gerencial","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","No","Si","No","Si","26 A 100 LIBROS","1 o 2 veces por semana","3 a 5 veces por semana","1 o 2 veces por semana","Igual","Entre 30 y 60 minutos","Entre 1 y 3 horas","0","No","051292","308001012805","ASPAEN GIMNASIO LOS CORALES","MIXTO","NO OFICIAL","B","S","ACADÉMICO","308,001,012,805","ASPAEN GIMNASIO LOS CORALES","S","URBANO","COMPLETA","08573","PUERTO COLOMBIA","08","ATLANTICO","N","08001","BARRANQUILLA","ATLANTICO","08","73","89","4","51","27","3","52","36","2","48","30","2","82","85","B+","290","47","PUBLICAR","NO"
"CC","COLOMBIA","F","12/01/2001","20,201","SB11202010070249","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 2","3 a 4","Cuatro","Secundaria (Bachillerato) completa","Secundaria (Bachillerato) completa","Pensionado","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","Si","Si","Si","Si","Si","Si","Si","Si","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Igual","30 minutos o menos","Entre 1 y 3 horas","Más de 30 horas","Si, en efectivo","199562","311001109605","INSTITUTO GERWILL","MIXTO","NO OFICIAL","A","N","ACADÉMICO","311,001,109,605","INSTITUTO GERWILL - SEDE PRINCIPAL","S","URBANO","MAÑANA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","48","18","2","51","27","3","34","5","1","51","38","2","41","12","A-","228","18","PUBLICAR","NO"
"CC","COLOMBIA","F","12/01/2001","20,201","SB11202010070997","ESTUDIANTE","COLOMBIA","No","BOGOTÁ","11","BOGOTÁ D.C.","11,001","Estrato 5","3 a 4","Tres","Educación profesional completa","Educación profesional completa","Trabaja como profesional (por ejemplo médico, abogado, ingeniero)","No aplica","Si","Si","Si","Si","Si","Si","No","No","0 A 10 LIBROS","3 a 5 veces por semana","1 o 2 veces por semana","Todos o casi todos los días","Igual","Entre 30 y 60 minutos","Entre 1 y 3 horas","0","Si, en efectivo","156208","311001109460","TANDEM","MIXTO","NO OFICIAL","A",,"ACADÉMICO","311,001,109,460","TANDEM - SEDE PRINCIPAL","S","URBANO","COMPLETA","11001","BOGOTÁ D.C.","11","BOGOTÁ","N","11001","BOGOTÁ D.C.","BOGOTÁ","11","58","42","3","45","17","2","47","24","2","44","25","2","66","48","A2","249","27","PUBLICAR","NO"
"CC","COLOMBIA","F","12/01/2001","20,201","SB11202010072063","ESTUDIANTE","COLOMBIA","No","NARIÑO","52","PASTO","52,001","Estrato 2","1 a 2","Dos","Técnica o tecnológica completa","Técnica o tecnológica completa","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Tiene un trabajo de tipo auxiliar administrativo (por ejemplo, secretario o asistente)","Si","Si","Si","Si","Si","Si","No","No","26 A 100 LIBROS","Todos o casi todos los días","Todos o casi todos los días","Todos o casi todos los días","Mejor","Entre 30 y 60 minutos","Más de 3 horas","0","No","079038","352001004658","COL COMFAMILIAR DE NARIÑO SIGLO XXI","MIXTO","NO OFICIAL","B","N","TÉCNICO/ACADÉMICO","352,001,004,658","COL COMFAMILIAR DE NARIÑO SIGLO XXI","S","URBANO","MAÑANA","52001","PASTO","52","NARIÑO","N","52001","PASTO","NARIÑO","52","67","71","4","62","56","3","57","50","3","62","65","3","50","23","A1","305","56","PUBLICAR","GENERACION E - GRATUIDAD"
